<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20080726,043000,9330,9410,9330,9410,1
20080802,043000,9400,9650,9400,9650,1
20080809,043000,9550,9700,9550,9700,1
20080817,043000,9650,9650,9630,9640,1
20080823,043000,9650,9700,9650,9700,1
20080830,043000,9700,9750,9700,9750,1
20080906,043000,9750,9900,9700,9850,1
20080913,043000,9850,9850,9720,9720,1
20080920,043000,9720,9720,9620,9700,1
20080927,033000,9700,9950,9700,9900,1
20081004,033000,9900,9970,9900,9960,1
20081011,033000,9950,9950,9890,9930,1
20081018,033000,9930,10050,9930,10050,1
20081025,033000,10050,10180,10050,10150,1
20081101,033000,10150,10180,10120,10180,1
20081108,033000,10150,10250,10150,10250,1
20081115,033000,10250,10340,10250,10340,1
20081122,033000,10360,10360,10240,10240,1
20081129,033000,10240,10240,10220,10240,1
20081206,033000,10250,10250,10070,10070,1
20081213,033000,10080,10080,9950,10000,1
20081220,033000,10000,10000,9950,9950,1
20081227,033000,9950,9950,9890,9950,1
20090103,033000,9950,10040,9950,10040,1
20090110,033000,10040,10100,10040,10060,1
20090117,033000,10060,10060,9950,9950,1
20090124,033000,9950,9950,9780,9800,1
20090131,033000,9800,9800,9680,9680,1
20090207,033000,9660,9670,9650,9650,1
20090214,033000,9650,9730,9650,9730,1
20090221,033000,9730,9890,9730,9890,1
20090228,033000,9890,10000,9890,9980,1
20090307,033000,9980,9980,9880,9880,1
20090315,033000,9880,9880,9860,9870,1
20090324,043000,9880,9970,9880,9970,1
20090328,043000,9970,10020,9970,9970,1
20090404,043000,9940,10040,9900,10000,1
20090411,043000,10000,10070,9990,10070,1
20090418,043000,10070,10120,10050,10050,1
20090425,043000,10040,10070,9950,9950,1
20090502,043000,9960,9960,9880,9880,1
20090509,043000,9880,9890,9830,9890,1
20090516,043000,9870,9890,9750,9750,1
20090523,043000,9740,9750,9720,9720,1
20090530,043000,9670,9780,9670,9780,1
20090606,043000,9800,9860,9800,9860,1
20090613,043000,9900,9900,9900,9900,1
20090620,043000,9960,9990,9940,9950,1
20090627,043000,9950,10000,9950,10000,1
20090704,043000,10010,10070,10010,10050,1
20090711,043000,10040,10040,10000,10000,1
20090718,043000,10000,10000,9990,9990,1
20090725,043000,10000,10040,10000,10000,1
20090801,043000,10000,10030,9980,10030,1
20090808,043000,10030,10030,10010,10010,1
20090815,043000,10010,10020,9970,9970,1
20090822,043000,9970,9980,9970,9970,1
20090829,043000,9970,9990,9970,9970,1
20090905,043000,9970,9970,9940,9940,1
20090912,043000,9930,9950,9920,9920,1
20090919,043000,9920,9920,9890,9920,1
20090926,033000,9910,9960,9910,9960,1
20091003,033000,9950,9950,9940,9940,1
20091010,033000,9930,9940,9930,9940,1
20091017,033000,9940,9940,9920,9920,1
20091024,033000,9920,9990,9910,9990,1
20091031,033000,9990,9990,9960,9970,1
20091107,033000,9960,9960,9930,9950,1
20091114,033000,9940,9970,9940,9970,1
20091121,033000,9970,9980,9950,9960,1
20091128,033000,9980,10010,9970,10000,1
20091205,033000,10000,10040,10000,10040,1
20091212,033000,10030,10050,10020,10050,1
20091219,033000,10030,10080,10030,10080,1
20091226,033000,10050,10050,10030,10030,1
20100102,033000,10030,10050,10030,10030,1
20100109,033000,10020,10030,10010,10030,1
20100116,033000,10020,10080,10020,10070,1
20100123,033000,10120,10200,10110,10120,1
20100130,033000,10110,10110,10080,10090,1
20100206,033000,10090,10100,10090,10100,1
20100213,033000,10100,10100,10080,10080,1
20100220,033000,10080,10120,10080,10080,1
20100227,033000,10060,10060,10060,10060,1
20100306,033000,10060,10070,9980,9980,1
20100313,033000,9980,10050,9980,10050,1
20100327,043000,10040,10050,10020,10050,1
20100403,043000,10010,10070,10000,10030,1
20100410,043000,10030,10070,10020,10070,1
20100417,043000,10060,10120,10060,10120,1
20100424,043000,10120,10200,10120,10160,1
20100501,043000,10150,10280,10150,10280,1
20100508,043000,10270,10390,10250,10390,1
20100515,043000,10410,10440,10380,10380,1
20100522,043000,10350,10450,10350,10430,1
20100529,043000,10420,10470,10420,10460,1
20100605,043000,10650,10650,10530,10530,1
20100612,043000,10510,10510,10440,10440,1
20100619,043000,10440,10490,10420,10490,1
20100626,043000,10480,10560,10460,10460,1
20100703,043000,10460,10490,10460,10460,1
20100710,043000,10450,10460,10450,10460,1
20100717,043000,10410,10500,10410,10470,1
20100724,043000,10480,10500,10480,10480,1
20100731,043000,10480,10500,10470,10490,1
20100807,043000,10480,10720,10480,10720,1
20100814,043000,10670,10670,10590,10590,1
20100821,043000,10550,10570,10540,10550,1
20100828,043000,10530,10540,10520,10520,1
20100904,043000,10510,10600,10500,10590,1
20100911,043000,10570,10580,10520,10560,1
20100918,043000,10580,10650,10560,10650,1
20100925,033000,10850,11300,10850,11300,1
20101002,033000,10900,11100,10900,11000,1
20101009,033000,10800,11000,10700,10900,1
20101016,033000,10950,11000,10650,10650,1
20101023,033000,10690,10950,10690,10850,1
20101030,033000,10750,10750,10690,10690,1
20101106,033000,10680,10680,10590,10670,1
20101113,033000,10650,10650,10570,10570,1
20101120,033000,10570,10600,10550,10600,1
20101127,033000,10580,10650,10580,10620,1
