<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20050606,090000,12559.8,12570.3,12559.8,12561.74,0
20050607,090000,12555.54,12558.77,12550.44,12550.44,0
20050608,090000,12541.69,12552.62,12513,12513,0
20050611,090000,12520.91,12521.21,12485.93,12485.93,0
20050612,090000,12473.99,12473.99,12444.56,12444.56,0
20050613,090000,12435.45,12435.69,12423.02,12423.02,0
20050614,090000,12417.52,12433.2,12417.52,12433.2,0
20050615,090000,12432.86,12449.51,12432.86,12449.2,0
20050618,090000,12452.11,12462.26,12452.11,12462.26,0
20050619,090000,12463.56,12463.56,12406.63,12406.63,0
20050620,090000,12402.09,12414.03,12394.74,12412.74,0
20050621,090000,12417.1,12426.32,12417.1,12424.8,0
20050622,090000,12423.91,12494.09,12423.91,12494.09,0
20050625,090000,12495.46,12495.46,12389.51,12389.51,0
20050626,090000,12369.16,12369.16,12322.72,12322.72,0
20050627,090000,12327.33,12343.67,12322.76,12343.67,0
20050628,090000,12348.1,12348.24,12340.22,12340.22,0
20050629,090000,12339.42,12339.42,12318.73,12318.73,0
20050702,090000,12308.17,12308.17,12264.73,12264.73,0
20050703,090000,12239.33,12239.33,12188.92,12188.92,0
20050704,090000,12180.22,12180.22,12149.67,12149.67,0
20050705,090000,12123.79,12123.79,12093.5,12096.6,0
20050706,090000,12090.7,12100.06,12090.7,12094.54,0
20050709,090000,12094.32,12094.32,12074.84,12074.84,0
20050711,090000,12062.74,12062.74,12034.22,12034.22,0
20050712,090000,12029.95,12029.95,11989.45,11989.45,0
20050713,090000,11963.28,11963.28,11911.57,11911.57,0
20050716,090000,11893.04,11893.04,11865.74,11865.74,0
20050717,090000,11856.63,11856.63,11819.91,11819.91,0
20050718,090000,11809.17,11809.17,11765.78,11765.78,0
20050719,090000,11758.1,11758.1,11736.17,11736.17,0
20050720,090000,11727.54,11730.71,11722.01,11730.71,0
20050723,090000,11731.91,11738.78,11723.04,11738.78,0
20050724,090000,11738.51,11749.71,11738.51,11749.57,0
20050725,090000,11753.33,11760,11753.33,11759.29,0
20050726,090000,11757.74,11757.74,11731.89,11731.89,0
20050727,090000,11717.28,11722.36,11715.84,11722.36,0
20050730,090000,11724.43,11734.63,11724.43,11734.43,0
20050731,090000,11729.83,11734.19,11693.08,11693.08,0
20050801,090000,11635.16,11635.16,11501.26,11501.26,0
20050802,090000,11407.41,11407.41,11401.04,11401.21,0
20050803,090000,11390.74,11418.64,11390.74,11395.1,0
20050806,090000,11395.27,11399.32,11394.37,11394.37,0
20050807,090000,11393.71,11397.24,11379.81,11379.81,0
20050808,090000,11375.28,11375.49,11367.27,11367.27,0
20050809,090000,11361.42,11361.42,11352.66,11352.79,0
20050810,090000,11349.39,11349.39,11345.45,11347.82,0
20050813,090000,11351.61,11351.61,11338.56,11338.56,0
20050814,090000,11335.58,11335.58,11310.49,11310.49,0
20050815,090000,11298.06,11298.06,11196.35,11196.35,0
20050816,090000,11143.31,11143.31,10946.11,10946.11,0
20050817,090000,10941.85,10941.85,10879.85,10879.85,0
20050820,090000,10680.6,10697.8,10680.6,10697.8,0
20050821,090000,10702.89,10738.47,10702.89,10738.47,0
20050822,090000,10737.03,10759.89,10737.03,10753.43,0
20050823,090000,10752.49,10765,10750.77,10765,0
20050824,090000,10770.61,10771.79,10765.68,10769.94,0
20050827,090000,10772.66,10807.24,10772.66,10805.58,0
20050828,090000,10793.87,10804.14,10793.87,10804.14,0
20050829,090000,10800.4,10800.73,10789.92,10791.56,0
20050830,090000,10789.79,10791.04,10786.71,10786.71,0
20050831,090000,10780.4,10796.91,10780.4,10796.91,0
20050903,090000,10793.85,10795.59,10777.81,10777.81,0
20050904,090000,10751.55,10751.84,10729.29,10729.29,0
20050905,090000,10722.31,10722.31,10686.72,10686.72,0
20050906,090000,10679.27,10679.27,10639.32,10639.32,0
20050907,090000,10634.59,10636.17,10633.88,10635.09,0
20050910,090000,10632.29,10638.67,10599.72,10603.14,0
20050911,090000,10601.59,10602.88,10587.09,10587.09,0
20050912,090000,10579.21,10579.21,10558.87,10558.87,0
20050913,090000,10552.53,10552.53,10535.38,10535.38,0
20050914,090000,10526.37,10526.37,10517.37,10517.53,0
20050917,090000,10514.2,10540.9,10514.2,10536.54,0
20050918,090000,10531.81,10534.79,10500.74,10500.74,0
20050919,090000,10491.29,10491.34,10476.72,10478.28,0
20050921,090000,10443.27,10443.31,10421.11,10421.11,0
20050924,090000,10411.65,10424.94,10411.65,10424.85,0
20050925,090000,10423.69,10423.69,10366.01,10366.01,0
20050926,090000,10350.15,10350.15,10282.24,10282.24,0
20050927,090000,10275.51,10275.51,10196.77,10196.77,0
20050928,090000,10191.89,10191.89,10153.17,10153.17,0
20051001,090000,10147.18,10153.73,10146.11,10153.22,0
20051002,090000,10147.77,10155.61,10143.2,10154.22,0
20051003,090000,10151.78,10156.89,10141.7,10141.7,0
20051004,090000,10140.3,10154.97,10130.55,10133.08,0
20051005,090000,10132.01,10142.31,10130.27,10141.57,0
20051008,090000,10139.27,10163.01,10139.27,10159.82,0
20051009,090000,10162.81,10188.57,10162.81,10184.27,0
20051010,090000,10175.9,10175.9,10152.33,10152.33,0
20051011,090000,10144.37,10145.3,10113.56,10113.56,0
20051012,090000,10106.46,10106.46,10088.74,10088.74,0
20051015,090000,10084.58,10084.9,10083.03,10083.03,0
20051016,090000,10076.19,10076.19,10067.88,10067.88,0
20051017,090000,10061.79,10061.79,10045.86,10045.86,0
20051018,090000,10042.53,10042.53,10020.43,10020.43,0
20051019,090000,10014.06,10023.86,10012.71,10023.86,0
20051022,090000,10028.39,10033.84,10027.56,10032.34,0
20051023,090000,10031.9,10036.66,10030.49,10034.64,0
20051024,090000,10033.44,10033.44,10011.86,10011.86,0
20051026,090000,10013.78,10017.26,10013.78,10014.39,0
20051029,090000,10015.05,10015.05,9999.68,10003.52,0
