<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20180827,090000,14793.81,14922.4,14793.81,14922.16,55483410902
20180828,090000,14944.81,14995.73,14934.72,14947.93,53255642986
20180829,090000,14955.04,15109.24,14955.04,15109.24,45055695016
20180901,090000,15146.49,15325.14,15146.49,15325.14,80083287531
20180902,090000,15359.75,15393.28,15302.32,15302.69,58759434542
20180903,090000,15317.18,15371.05,15317.18,15370.93,42816741750
20180903,130000,15365.09,15365.09,15365.09,15365.09,1739402491
20180904,090000,15424.8,15553.14,15424.8,15543.17,37006920922
20180904,130000,15543.18,15543.18,15543.18,15543.18,1712640614
20180905,090000,15593.74,15693.33,15593.74,15693.33,28871333256
20180905,170000,15692.98,15692.98,15692.98,15692.98,1388955212
20180908,090000,15754.4,16123.89,15754.4,16123.89,48495274443
20180909,090000,16183.98,16575.51,16183.98,16575.36,77953864073
20180910,090000,16606.63,17069.7,16606.63,17068.51,79945834141
20180910,130000,17068.5,17068.5,17068.5,17068.5,3319007282
20180910,170000,17068.51,17068.51,17068.51,17068.51,3319002645
20180911,090000,17115.15,17396.69,17115.15,17396.69,86919117740
20180912,090000,17426.25,17922.73,17426.25,17922.73,79918506360
20180912,130000,17914.31,17914.31,17914.31,17914.31,3062279443
20180915,090000,17951.22,18408.7,17951.22,18362.97,105771255153
20180915,170000,18359.08,18359.08,18359.08,18359.08,4213100037
20180916,090000,18388.96,18393.53,18156.65,18273.18,113780034252
20180917,090000,18318.41,18770.13,18318.41,18770.08,94406999988
20180917,130000,18769.92,18769.92,18769.33,18769.33,28790601227
20180918,090000,18802.04,19166.43,18802.04,19166.43,84509504519
20180918,130000,19156.05,19156.05,19156.05,19156.05,3140577228
20180922,090000,19235.96,19740.05,19235.96,19740.05,73088235465
20180923,090000,19780.61,20301.21,19780.61,20301.17,104871268587
20180924,090000,20315.21,20741.52,20315.21,20741.52,84983913734
20180924,130000,20741.49,20741.49,20741.35,20741.37,18561394603
20180925,090000,20782,21498.02,20782,21497.9,112667712389
20180925,130000,21497.89,21497.89,21497.87,21497.87,13453864780
20180926,090000,21518.68,22231.01,21518.68,22230.99,112774245427
20180926,130000,22230.98,22230.99,22230.98,22230.99,8458907634
20180929,090000,22261.09,23053.39,22261.09,23053.05,83871896218
20180930,090000,23068.98,23935.19,23068.98,23935.15,109874737401
20181001,090000,23982.58,24272.12,23903.66,24034.86,151832922812
20181002,090000,24029.51,24029.51,23358.16,23358.18,159760712393
20181003,090000,23358.18,23358.18,22776.15,22776.15,134746442523
20181003,130000,22776.18,22776.22,22776.18,22776.22,10525317235
20181006,090000,22769.33,22829.32,22409.9,22410.38,156453916354
20181007,090000,22375.25,22375.25,21771.99,21772,101541827540
20181008,090000,21725.61,21725.61,21336.83,21336.83,66479674098
20181009,090000,21337.37,21337.37,21194.82,21194.82,99377064563
20181009,130000,21194.83,21194.83,21194.83,21194.83,4246349996
20181010,090000,21194.83,21194.83,20806.32,20806.43,66130064913
20181010,170000,20803.35,20803.35,20803.35,20803.35,2525287572
20181013,090000,20797.43,20797.43,20309.27,20309.28,44862778278
20181013,130000,20309.29,20309.29,20309.29,20309.29,1486624258
20181014,090000,20309.29,20309.29,20103.57,20103.6,42795027005
20181014,130000,20103.59,20103.59,20103.57,20103.57,2565050844
20181015,090000,20104.36,20299.37,20073.46,20293.38,67889553578
20181015,130000,20293.35,20293.36,20293.35,20293.36,4945854294
20181016,090000,20293.36,20586.32,20293.36,20497.34,79654928857
20181016,130000,20497.35,20497.35,20491.87,20491.87,10535509866
20181017,090000,20491.87,20491.87,20175.61,20264.4,89431126029
20181020,090000,20264.4,20741.38,20264.4,20741.38,60339114540
20181020,130000,20741.39,20741.39,20737.16,20737.16,4461421674
20181021,090000,20737.16,20876.39,20704.05,20704.06,67772407519
20181021,170000,20700.47,20700.47,20700.47,20700.47,2669108127
20181022,090000,20700.47,20709.4,20436.52,20438.43,70008802604
20181022,170000,20435.25,20435.25,20435.25,20435.25,2730707907
20181023,090000,20435.25,20435.25,20003.13,20003.13,55477931926
20181023,170000,20001.05,20001.05,20001.05,20001.05,2354982220
20181024,090000,20001.05,20001.05,19593.62,19593.62,40734008610
20181027,090000,19593.62,19593.62,19331.63,19331.66,43784712655
20181028,090000,19331.66,19453.9,19331.66,19453.87,41010338944
20181028,130000,19453.89,19453.93,19453.89,19453.93,7142781096
20181028,170000,19449.98,19449.98,19449.98,19449.98,1785605503
20181029,090000,19449.98,19832.75,19449.98,19832.67,43453441366
20181029,130000,19832.68,19832.68,19832.68,19832.68,1764421442
20181031,090000,19832.68,19983.51,19832.68,19980.84,48934444913
20181103,090000,19980.84,20007.59,19853.72,19853.72,46580708068
20181103,130000,19853.73,19853.73,19853.72,19853.72,3506133128
20181104,090000,19853.72,19883.8,19694.39,19694.39,46744788357
20181105,090000,19694.39,19940.85,19694.39,19940.85,43100636158
20181106,090000,19949.12,20102.27,19949.12,20079.3,47143408324
20181110,090000,20071.38,20175.39,20071.38,20106.19,95804100587
20181111,090000,20134.41,20135.29,19883.7,19883.77,47176769684
20181111,130000,19883.76,19883.76,19883.76,19883.76,1974461198
20181111,170000,19876.01,19876.01,19876.01,19876.01,1974461198
20181112,090000,19885.06,20089.01,19885.06,20089.01,45610588839
20181112,130000,20089,20089,20089,20089,2046395130
20181113,090000,20119.08,20275.91,20119.08,20224.67,70960620697
20181114,090000,20235.53,20235.53,20132.66,20132.67,50582768591
20181117,090000,20159.59,20182.17,19964.61,19964.61,42209583550
20181118,090000,19981.18,20012.63,19573.89,19573.89,48982926724
20181118,130000,19566.3,19566.3,19566.3,19566.3,1997949947
20181119,090000,19565.49,19704.53,19565.49,19686.65,42551867028
20181120,090000,19693.35,19731.93,19693.35,19725.24,35582888634
20181121,090000,19725.24,19857.38,19725.24,19857.38,40987155184
20181121,130000,19857.37,19857.37,19857.37,19857.37,1658567089
20181121,170000,19853.05,19853.05,19853.05,19853.05,1658494412
20181124,090000,19870.42,19892.21,19713.99,19713.99,45322201295
20181126,090000,19697.21,19697.21,19355.69,19355.71,32984308964
20181127,090000,19356.23,19424.93,19356.23,19384.17,23991864905
20181128,090000,19410.27,19411.23,19199.3,19199.3,35204553422
20181128,130000,19199.29,19199.29,19199.29,19199.29,1520972801
20181201,090000,19193.28,19193.28,18766.18,18766.18,40288729514
20181202,090000,18773.52,18949.82,18773.52,18949.71,34551007513
20181202,130000,18942.96,18942.96,18942.96,18942.96,1197337088
20181203,090000,18989.58,19150.45,18989.58,19149.67,33726735859
20181203,130000,19149.65,19149.65,19149.65,19149.65,1333955289
20181204,090000,19182.46,19213.7,19104.09,19111.92,31091624715
20181204,170000,19102.2,19102.2,19102.2,19102.2,1199060988
20181205,090000,19132.34,19332.89,19132.34,19326.37,35234035210
20181205,130000,19326.45,19326.45,19326.45,19326.45,1322335715
20181208,090000,19408.02,19537.01,19408.02,19533.97,29764881413
20181209,090000,19616.95,19648.86,19547.27,19547.28,61308591013
20181209,130000,19547.29,19547.29,19547.29,19547.29,2322558212
20181210,090000,19552.38,19565,19518.82,19518.83,38460002966
20181211,090000,19536.08,19550.62,19518.63,19518.63,29604630934
20181212,090000,19540.91,19602.24,19539.08,19539.08,25926355355
20181215,090000,19569.71,19593.02,19474.3,19475.42,25067677687
20181215,130000,19475.37,19475.37,19474.93,19474.93,7778346215
20181216,090000,19482.42,19482.42,19250.7,19250.7,34831298888
20181216,130000,19250.69,19250.69,19250.69,19250.69,1349331741
20181217,090000,19276.55,19316.64,19141.74,19141.75,34952197092
20181218,090000,19145.85,19145.85,18989.31,18989.34,20637033052
20181218,130000,18989.33,18989.34,18989.33,18989.34,1701708700
20181219,090000,18991.31,18993.23,18759.8,18759.8,19521680125
20181222,090000,18766.45,18782.57,18742.93,18742.93,19386145180
20181222,130000,18742.92,18742.93,18742.92,18742.93,1760126440
20181223,090000,18751.11,18952.61,18751.11,18952.24,32607834966
20181223,130000,18952.29,18952.37,18952.29,18952.37,7338460428
20181224,090000,18978.65,19043.62,18978.65,19030.43,39410990777
20181225,090000,19046.23,19050.99,19024.53,19024.57,43983897270
20181226,090000,19048.19,19194.96,19048.19,19194.94,64745326921
20181229,090000,19226.14,19354.8,19226.14,19349.88,33732337932
20181230,090000,19368.66,19437.84,19368.66,19427.43,43271347079
20181231,090000,19449.12,19563.25,19449.12,19556.37,44205489494
20190101,090000,19603.11,19713.66,19603.11,19710.23,54075402660
20190102,090000,19749.69,19778.36,19674.68,19674.68,113108366074
20190105,090000,19693.82,19702.08,19652.19,19652.19,42885849399
20190106,090000,19674.04,19682.21,19664.17,19664.19,55821955135
20190107,090000,19701.08,19796.82,19701.08,19792.34,45442770962
20190108,090000,19830.64,19907.68,19830.64,19897.49,54308215334
20190109,090000,19924.24,20074.43,19924.24,20023.63,36961430733
20190109,170000,20018.04,20018.04,20018.04,20018.04,1490675425
20190112,090000,20081.59,20164.01,20081.59,20153.18,32155148305
20190112,130000,20151.72,20151.72,20151.72,20151.72,1572208079
20190113,090000,20223.02,20276.48,20223.02,20276.47,49535406078
20190114,090000,20314.11,20416.57,20314.11,20403.27,48575862906
20190114,170000,20402.76,20402.76,20402.76,20402.76,1872674401
20190115,090000,20441.17,20567.84,20441.17,20553.23,51511050071
20190115,130000,20553.21,20553.23,20553.2,20553.23,10707839220
20190116,090000,20601.76,20650.87,20601.76,20619.53,50373978991
20190116,130000,20619.54,20619.56,20618.26,20618.26,6465027027
20190119,090000,20656.06,20736.23,20656.06,20730.46,37562425064
20190119,130000,20713.81,20713.81,20713.81,20713.81,1655787052
20190120,090000,20754.12,20775.56,20632.12,20632.13,41312367951
20190121,090000,20619.4,20619.4,20197.21,20197.21,48132974114
20190121,130000,20186.48,20186.48,20186.48,20186.48,1769989234
20190122,090000,20191.86,20375.37,20191.11,20375.37,43262560117
20190123,090000,20419.47,20617.9,20419.47,20604.5,30166170075
20190126,090000,20663.91,20746.55,20663.91,20725.6,34081873903
20190126,130000,20725.49,20725.49,20725.41,20725.41,3100749806
20190126,170000,20725.31,20725.31,20725.28,20725.28,3100701558
20190127,090000,20753.92,20818.52,20746.49,20746.49,83726804260
20190128,090000,20779.01,20779.01,20749.68,20750.45,45286799835
20190128,130000,20750.46,20750.5,20750.42,20750.5,12918109072
20190128,170000,20750.44,20750.44,20747.18,20747.18,25798103718
20190129,090000,20778.61,20827.8,20778.61,20827.79,31018151922
20190130,090000,20870.04,20994.81,20870.04,20973.09,35884406124
20190202,090000,20973.09,21081.68,20941.52,20941.56,44281933400
20190202,170000,20941.58,20941.58,20941.58,20941.58,1563969651
20190203,090000,20941.58,20941.58,20600.02,20600.09,0
20190203,170000,20597.94,20597.94,20597.94,20597.94,0
20190204,090000,20597.94,20728.24,20597.94,20690.83,37146463957
20190204,130000,20690.82,20690.82,20690.8,20690.8,4594902657
20190204,170000,20690.83,20690.83,20690.83,20690.83,1531243575
20190205,090000,20690.83,20730.66,20682.8,20684.69,36944345767
20190205,130000,20684.61,20684.61,20684.61,20684.61,1499897438
20190206,090000,20684.61,20808.02,20684.61,20803.43,35806673364
20190206,170000,20803.49,20803.49,20803.49,20803.49,1452427231
20190210,090000,20803.49,20891.73,20803.49,20870.33,20072740294
20190210,130000,20862.44,20862.44,20862.44,20862.44,834192391
20190212,090000,20862.44,20931.96,20862.44,20907.6,25211366072
20190212,170000,20907.58,20907.58,20907.58,20907.58,1142647137
20190213,090000,20907.58,20971.86,20879.23,20879.62,32726889871
20190213,130000,20879.61,20879.61,20879.61,20879.61,1357532400
20190213,170000,20879.59,20879.59,20879.59,20879.59,1357532400
20190216,090000,20879.59,20951.65,20862.73,20862.74,24218168263
20190217,090000,20840.29,20855.6,20677.4,20677.41,23263103708
20190217,130000,20659.98,20659.98,20659.98,20659.98,954711330
20190218,090000,20659.98,20791.26,20659.98,20784.63,24517254283
20190218,170000,20780.7,20780.7,20780.7,20780.7,1013755024
20190219,090000,20780.7,20892.51,20780.7,20863.27,25887205390
20190219,170000,20863.25,20863.25,20863.25,20863.25,1077789813
20190220,090000,20863.25,20952.43,20863.25,20948.59,24816491590
20190220,170000,20941.6,20941.6,20941.6,20941.6,1336218522
20190223,090000,20941.6,21159.72,20941.6,21134.89,44753500446
20190223,130000,21134.94,21134.96,21134.34,21134.34,22380707011
20190223,170000,21134.35,21134.35,21134.35,21134.35,2034262271
20190224,090000,21134.35,21217.42,21134.35,21217.41,35855574325
20190224,170000,21217.42,21217.42,21217.42,21217.42,1571595159
20190225,090000,21269.81,21316.31,21269.81,21309.19,36026368938
20190225,170000,21309.2,21309.2,21309.2,21309.2,1613669242
20190226,090000,21309.2,21309.2,21237.46,21250.07,29811087172
20190226,170000,21249.96,21249.96,21249.96,21249.96,1362003278
20190227,090000,21249.96,21458.21,21249.96,21458.17,25975613115
20190227,130000,21458.16,21458.16,21458.16,21458.16,1151271175
20190227,170000,21458.14,21458.14,21458.14,21458.14,1151271175
20190302,090000,21458.14,21544.06,21458.14,21534.05,29144449541
20190302,130000,21534.04,21534.04,21534.04,21534.04,1213975483
20190303,090000,21534.04,21643.72,21534.04,21642.1,30422650736
20190303,170000,21631.27,21631.27,21631.27,21631.27,1381857244
20190304,090000,21631.27,21703.27,21631.27,21651.51,31554629758
20190305,090000,21651.51,21694.98,21593.77,21593.81,29153470363
20190305,130000,21593.88,21593.88,21593.88,21593.88,1246768778
20190306,090000,21593.88,21647.92,21593.88,21619.74,27175327427
20190309,090000,21618.44,21630.62,21606.3,21606.31,27554283922
20190309,130000,21593.67,21593.67,21593.67,21593.67,1355148813
20190310,090000,21593.67,21782.28,21593.67,21777,32577651225
20190310,170000,21767.24,21767.24,21767.24,21767.24,1562530698
20190311,090000,21767.24,21919.44,21767.24,21919.21,50239436380
20190311,170000,21919.23,21919.23,21919.23,21919.23,1943251063
20190312,090000,21919.23,21983.81,21919.23,21978.3,35394041828
20190312,170000,21953.72,21953.72,21953.72,21953.72,1531184241
20190313,090000,21953.72,22169.81,21953.72,22081.03,38452594740
20190316,090000,22081.01,22318.63,22081.01,22288.62,29135573049
20190316,130000,22288.61,22288.61,22288.54,22288.54,2705989272
20190316,170000,22273.54,22273.54,22273.54,22273.54,1352995731
20190317,090000,22273.54,22470.28,22273.54,22463.77,35061551025
20190317,170000,22446.45,22446.45,22446.45,22446.45,1573150455
20190318,090000,22477.52,22727.11,22477.52,22727.11,40326204649
20190318,130000,22727.06,22727.07,22727.06,22727.06,5501846655
20190318,170000,22727.03,22727.03,22727.03,22727.03,1833549132
20190319,090000,22727.03,23021.9,22727.03,23012.66,33485164716
20190319,130000,23012.35,23012.35,23012.06,23012.07,4596918751
20190325,090000,23012.07,23306.91,23012.07,23306.83,22147635747
20190325,130000,23306.8,23306.8,23306.72,23306.72,2060121810
20190325,170000,23306.71,23306.71,23306.71,23306.71,1030038293
20190326,090000,23306.71,23761.66,23306.71,23761.66,41826444823
20190326,130000,23761.71,23761.79,23755.68,23755.71,9071850384
20190327,090000,23755.71,24015.44,23755.71,24015.42,47598945128
20190327,130000,24015.37,24015.37,24015.36,24015.36,3614872219
20190327,170000,24015.35,24015.35,24015.35,24015.35,1807050103
20190330,090000,24015.35,24488.65,24015.35,24488.64,42672631517
20190330,170000,24488.61,24488.61,24488.61,24488.61,1856911671
20190331,090000,24488.61,24822.36,24488.61,24686.71,48613082527
20190331,170000,24686.64,24686.64,24686.64,24686.64,1926218389
20190406,090000,24686.64,25148.44,24686.64,25148.44,48983204999
20190406,130000,25148.43,25148.77,25147.35,25147.35,45081458019
20190406,170000,25147.39,25147.39,25147.39,25147.39,2046494375
20190407,090000,25147.39,25625.22,25147.39,25559.56,71857186136
20190407,130000,25559.5,25559.5,25559.48,25559.48,10696125154
20190407,170000,25559.47,25559.47,25559.42,25559.42,21098530285
