<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210803,190000,253218.58,253218.58,253193.27,253193.27,12844073742
20210804,090000,253193.27,254614.97,253193.27,254614.97,16089140962
20210804,100000,254591.48,254631.13,254549.62,254549.62,42080558329
20210804,110000,254548.83,254653.79,254526.45,254653.79,61089334904
20210804,120000,254665.55,254820.61,254665.55,254820.38,68106302322
20210804,140000,254820.11,254820.11,254817.44,254817.44,29192974437
20210804,150000,254817.33,254817.33,254817.18,254817.18,36474279224
20210804,180000,254817.1,254817.1,254817.05,254817.05,14589200580
20210804,200000,254787.23,254787.23,254787.23,254787.23,7294600290
20210807,090000,254787.23,256323.42,254787.23,256236.52,22140871843
20210807,100000,256183.09,256183.09,255744.51,255744.51,50149275795
20210807,110000,255732.9,255732.9,255506.85,255506.85,64486214156
20210807,120000,255513.6,255513.6,255415.12,255415.16,51921674673
20210807,130000,255415.19,255415.19,255415.03,255415.03,13932145541
20210807,170000,255415.05,255415.07,255415.05,255415.07,13919071706
20210807,180000,255413.78,255413.78,255413.78,255413.78,6959535853
20210808,090000,255413.78,256642.37,255413.78,256642.37,11514821527
20210808,100000,256721.75,257425.04,256721.75,257425.04,32142273173
20210808,110000,257435.3,257597.14,257435.3,257594.79,50343124673
20210808,120000,257605.97,257648.2,257605.97,257648.13,49805817498
20210808,130000,257648.14,257648.14,257648.14,257648.14,5935254112
20210808,170000,257648.13,257648.33,257648.13,257648.33,17805240157
20210808,190000,257647.06,257647.06,257647.06,257647.06,5935066908
20210809,090000,257647.06,259477.58,257647.06,259471.75,18287635060
20210809,100000,259541.47,260193.29,259541.47,260193.29,46571578680
20210809,110000,260228.96,260657.44,260228.96,260657.44,71132020495
20210809,120000,260677.43,260780.89,260677.43,260779.92,85142906064
20210809,130000,260779.88,260779.88,260779.88,260779.88,8109835907
20210809,170000,260779.98,260780.08,260779.98,260780.08,16219503074
20210809,190000,260777.48,260777.48,260777.48,260777.48,8109751537
20210810,090000,260777.48,262900.47,260777.48,262900.47,19017121188
20210810,100000,262962.46,263609.71,262962.46,263609.71,47944130762
20210810,110000,263640.37,264010.77,263640.37,264010.77,71102714700
20210810,120000,264047.69,264203.03,264047.69,264203.03,60892151685
20210810,130000,264203.02,264203.02,264203.01,264203.02,24488312757
20210810,180000,264203.05,264203.05,264203.04,264203.04,16325104802
20210810,190000,264201.87,264201.87,264201.87,264201.87,8162552401
20210811,090000,264201.87,267180.62,264201.87,267180.62,22491230973
20210811,100000,267203.52,267233.07,267020.68,267020.68,53267263930
20210811,110000,266991.94,266991.94,266854.32,266854.32,75486227806
20210811,120000,266854.37,266859.4,266831.51,266832.01,92596158842
20210811,130000,266831.99,266831.99,266831.6,266831.6,26955342259
20210811,140000,266831.44,266831.44,266831.44,266831.44,8981851049
20210811,190000,266831.41,266831.41,266831.41,266831.41,8981827908
20210811,200000,266706.03,266706.03,266706.03,266706.03,8981827908
20210814,090000,266706.03,267857.41,266706.03,267263.25,40389500951
20210814,100000,267139.96,267139.96,266518.65,266518.65,85276901021
20210814,110000,266518.08,266814.28,266518.08,266814.28,114897894898
20210814,120000,266822.3,266922.31,266822.3,266922.27,89331497588
20210814,130000,266922.29,266922.3,266922.22,266922.3,35111207669
20210814,140000,266922.31,266922.31,266922.31,266922.31,11703194027
20210814,200000,266922.3,266922.3,266922.3,266922.3,11703116632
20210814,210000,266840.91,266840.91,266840.91,266840.91,11703148905
20210815,090000,266840.91,268265.05,266840.91,268265.05,20175134849
20210815,100000,268396.69,269463.71,268396.69,269463.71,54229209615
20210815,110000,269531.62,270147.97,269531.62,270147.97,76353398427
20210815,120000,270204.55,270392.24,270204.55,270392.24,65318984018
20210815,130000,270392.22,270392.29,270392.22,270392.29,26586948964
20210815,140000,270392.25,270392.25,270392.24,270392.24,17723701812
20210815,160000,270392.23,270392.23,270392.23,270392.23,8861705823
20210815,180000,270383.15,270383.15,270383.15,270383.15,8861705823
20210822,090000,270383.15,274780,270383.15,274780,28591358453
20210822,100000,274863.91,275447.39,274863.91,275447.39,64651621841
20210822,110000,275444.02,275444.02,275288.13,275288.13,104189732390
20210822,120000,275293.15,275299.11,275247.75,275248.45,84647391306
20210822,130000,275248.64,275248.65,275248.64,275248.65,22704967752
20210822,170000,275248.63,275248.63,275248.57,275248.57,22694956760
20210822,180000,275251.54,275251.54,275251.54,275251.54,11347478380
20210823,090000,275251.54,276441.68,275251.54,275910.52,25950049045
20210823,100000,276051.51,276857.55,276051.51,276857.55,62785432610
20210823,110000,276915.4,277640.22,276915.4,277603.33,91554289883
20210823,120000,277643.28,277840.3,277643.28,277840.3,76277045095
20210823,130000,277840.33,277840.33,277840.33,277840.33,10269652475
20210823,190000,277840.3,277840.3,277840.3,277840.3,10269649249
20210823,200000,277729.4,277729.4,277729.4,277729.4,10269649249
20210824,090000,277729.4,283372.01,277729.4,283372.01,22854443008
20210824,100000,283552.12,284637.36,283552.12,284637.36,61758712945
20210824,110000,284659.41,284734.59,284555.81,284604.18,88877527807
20210824,120000,284626.91,284721.89,284625.61,284721.89,72429578114
20210824,130000,284721.91,284721.91,284721.91,284721.91,9736841709
20210824,190000,284721.93,284722.17,284721.93,284722.17,29210311251
20210825,090000,284722.17,286774.69,284722.17,286453.51,21124719222
20210825,100000,286402.74,286760.18,286296.9,286760.18,54074999567
20210825,110000,286831.63,287653.9,286831.63,287653.9,87800914786
20210825,120000,287706.59,287927.02,287706.59,287927.02,88587117099
20210825,130000,287927.37,287927.41,287927.37,287927.41,21159463776
20210825,180000,287928.04,287928.04,287928.02,287928.02,21159250196
20210825,190000,287964.41,287964.41,287964.41,287964.41,10579625098
20210828,090000,287964.41,293739.58,287964.41,293739.58,27868869100
20210828,100000,293916.64,294541.4,293916.64,294541.4,66400496745
20210828,110000,294561.89,294840.35,294561.89,294840.35,94382195583
20210828,120000,294855.97,294999.92,294855.97,294999.92,77104180596
20210828,130000,294999.9,294999.93,294999.9,294999.93,20621912539
20210828,180000,294999.96,294999.96,294998.88,294998.88,20621663502
20210829,090000,294998.88,297410.58,294998.88,295962.87,31830020109
20210829,100000,296194.04,297501.48,296194.04,297501.48,77284676768
20210829,110000,297514.57,297514.57,296642.74,296642.74,119299329556
20210829,120000,296364.43,296364.43,295004.66,295004.66,109558983928
20210829,130000,295004.65,295004.65,295004.57,295004.57,28911180175
20210829,170000,295004.59,295004.59,295004.59,295004.59,14455263193
20210829,180000,295001.73,295001.73,295001.73,295001.73,0
20210830,090000,295001.73,295001.73,288851.36,288851.36,30306826200
20210830,100000,288691.76,288691.76,287154.33,287154.33,88319647601
20210830,110000,287055.09,287055.09,286685.04,286811,117207722048
20210830,120000,286795.62,286795.62,286704.15,286709.62,86617484852
20210830,130000,286709.66,286709.66,286709.32,286709.32,22457629838
20210830,180000,286709.33,286709.33,286709.33,286709.33,11227962698
20210830,190000,286703.27,286703.27,286703.27,286703.27,11227962698
20210831,090000,286703.27,286703.27,279021.56,279149.05,36184274393
20210831,100000,279311.16,281069.02,279311.16,281069.02,88787487170
20210831,110000,281221.26,282223.18,281221.26,282220.23,116255724918
20210831,120000,282188.29,282188.29,281992.14,281992.14,97245199508
20210831,130000,281991.91,281991.91,281991.84,281991.84,25665106663
20210831,180000,281991.87,281991.87,281991.79,281991.85,38497227885
20210831,190000,281991.84,281991.84,281991.8,281991.8,51329553220
20210831,200000,281992.1,281992.1,281992.1,281992.1,12832386075
20210901,090000,281992.1,283906.48,281992.1,283730.37,19414873830
20210901,100000,283890.4,285512.54,283890.4,285512.54,47044937146
20210901,110000,285601.77,286653.55,285601.77,286653.55,70303282907
20210901,120000,286756.54,287344.32,286756.54,287344.29,71573725522
20210901,130000,287344.45,287344.45,287344.45,287344.45,8564175128
20210901,170000,287344.44,287344.44,287344.44,287344.44,8564129441
20210901,180000,287342.8,287342.8,287342.8,287342.8,8564129441
20210904,090000,287342.8,293515.33,287342.8,293503.79,24401133266
20210904,100000,293442.56,293442.56,292932.09,292932.09,63745337217
20210904,110000,292923.74,292998.09,292913.67,292998.09,86205046932
20210904,120000,293000.33,293056.58,292997.52,293056.21,79222005818
20210904,150000,293052.74,293052.74,293052.74,293052.74,9349374326
20210904,170000,293052.75,293052.75,293052.75,293052.75,9349195923
20210904,180000,293058.39,293058.39,293058.39,293058.39,9349195923
20210905,090000,293058.39,293717.25,292401.29,293062.88,19946692228
20210905,100000,293152.1,294119.37,293152.1,294119.37,57322454687
20210905,110000,294168.56,294515.47,294168.56,294515.47,83156616407
20210905,120000,294551.1,294689.87,294551.1,294689.87,67350223874
20210905,130000,294689.76,294689.76,294689.74,294689.74,17945868331
20210905,140000,294689.69,294689.69,294689.69,294689.69,8972667108
20210905,180000,294694.08,294694.08,294694.08,294694.08,8972644632
20210906,090000,294694.08,297611.19,294694.08,297611.19,19169455204
20210906,100000,297906.35,297942.26,297674.07,297709.11,49640679192
20210906,110000,297683.35,297683.35,297196.03,297196.03,77402691380
20210906,120000,297128.81,297128.81,296328.98,296329.1,88335063366
20210906,130000,296329.11,296329.11,296329.11,296329.11,9585687568
20210906,150000,296328.51,296328.51,296328.15,296328.15,9585428973
20210906,180000,296328.14,296328.14,296328.14,296328.14,9585396306
20210906,190000,296325.12,296325.12,296325.12,296325.12,9585396306
20210907,090000,296325.12,296325.12,294039.99,294140,18100314660
20210907,100000,294188.05,294513.5,294188.05,294485.13,44838438325
20210907,110000,294507.88,294531.19,294088.24,294088.24,67567637937
20210907,120000,294047.55,294047.55,293639.35,293639.35,59808807237
20210907,130000,293639.34,293639.44,293639.34,293639.34,24269134883
20210907,180000,293639.35,293639.35,293639.35,293639.35,8089466398
20210907,190000,293637.02,293637.02,293637.02,293637.02,8089466398
20210908,090000,293637.02,294786.01,293637.02,294290.76,13456230335
20210908,100000,294175.46,294218.55,294019.59,294218.55,35485923517
20210908,110000,294276.89,294302.72,294211.12,294211.12,52464060849
20210908,120000,294213.63,294213.63,294108.53,294108.63,45958069651
20210908,130000,294108.97,294109.15,294108.97,294109.15,12568094690
20210908,170000,294109.13,294109.13,294109.13,294109.13,6283974927
20210908,180000,294110.54,294110.54,294110.54,294110.54,6283974927
20210911,090000,294110.54,295513.94,294110.54,295059.17,14579176342
20210911,100000,294964.87,294964.87,293967.53,293967.53,37417720528
20210911,110000,293886.07,293886.07,293074.27,293074.27,57538287518
20210911,120000,292985.08,292985.08,292373.32,292373.32,48523966326
20210911,130000,292372.96,292372.99,292372.96,292372.99,13040226055
20210911,150000,292370.78,292370.78,292370.78,292370.78,6519857357
20210911,170000,292370.75,292370.75,292370.74,292370.74,13039714714
20210911,180000,292371.24,292371.24,292371.24,292371.24,6519857357
20210912,090000,292371.24,292371.24,286300.99,286300.99,14795083887
20210912,100000,285942.56,285942.56,284358.84,284358.84,38423480710
20210912,110000,284296.55,284296.55,283973.84,283984.18,51635092728
20210912,120000,283979.82,284027.39,283953.31,283988.01,44428827403
20210912,170000,283988.03,283988.03,283988.03,283988.03,5880109268
20210912,190000,283991.79,283991.79,283991.79,283991.79,5880109268
20210913,090000,283991.79,283991.79,280259.11,280259.11,16126816782
20210913,100000,280066.5,280066.5,279536.53,279808.35,41916537416
20210913,110000,279865.46,280102.3,279865.46,280102.3,63403346194
20210913,120000,280116.33,280224.66,280116.33,280168.2,44075626067
20210913,130000,280168.26,280168.29,280168.26,280168.28,27105500789
20210913,190000,280168.29,280168.29,280168.29,280168.29,6776223293
20210913,200000,280166.23,280166.23,280166.23,280166.23,6776223293
20210914,090000,280166.23,283647.19,280166.23,283647.19,10734101762
20210914,100000,283717.89,284807.15,283717.89,284807.15,30030294744
20210914,110000,284886.89,285159.73,284886.89,285159.73,49352299061
20210914,120000,285153.91,285167.17,285150.64,285157.96,48302794474
20210914,180000,285157.91,285157.91,285157.91,285157.91,5839297472
20210914,190000,285155.24,285155.24,285155.24,285155.24,5839297472
20210915,090000,285155.24,285598.48,284309.83,284509.17,10634834048
20210915,100000,284486.71,284682.97,284486.71,284662.14,32233011869
20210915,110000,284669.4,284677.21,284486.71,284486.71,46791411669
20210915,120000,284478.73,284478.73,284240.56,284240.56,40261627749
20210915,130000,284240.52,284240.52,284240.51,284240.51,10896344314
20210915,140000,284240.44,284240.44,284240.44,284240.44,5448170224
20210915,160000,284239.97,284239.97,284239.97,284239.97,5448167714
20210915,180000,284239.96,284244.66,284239.96,284244.66,10891797762
20210918,090000,284244.66,284645.99,280907.93,280907.93,12427084201
20210918,100000,280535.78,280535.78,278394.71,278394.71,36875038313
20210918,110000,278328.02,278328.02,277898.5,277898.5,53472493101
20210918,120000,277869.37,277869.37,277597.97,277597.98,61345167875
20210918,170000,277597.97,277603.1,277597.97,277603.1,11620425542
20210919,090000,277603.1,277603.1,276603.61,276603.61,10627736128
20210919,100000,276372.89,276372.89,273513.47,273513.47,33967583347
20210919,110000,273330.5,273330.5,272142.96,272142.96,55640525151
20210919,120000,272118.05,272118.05,271962.85,271962.91,51735700247
20210919,130000,271963.23,271963.23,271963.12,271963.12,12158493879
20210919,170000,271963.13,271963.13,271963.13,271963.13,6079196765
20210919,180000,271971.17,271971.17,271971.17,271971.17,6079196765
20210920,090000,271971.17,272791.41,271971.17,272791.41,9734672731
