date,open,high,low,close,volume
2025-10-22,1.055e+07,1.055e+07,1.02e+07,1.04e+07,90628
2025-10-25,1.049e+07,1.049e+07,1.01101e+07,1.02e+07,13043
2025-10-26,1.048e+07,1.048e+07,1.032e+07,1.035e+07,70918
2025-10-27,1.055e+07,1.055e+07,1.04e+07,1.04e+07,109946
2025-10-28,1.05e+07,1.05e+07,1.02e+07,1.033e+07,7408
2025-10-29,1.04999e+07,1.04999e+07,1.04e+07,1.04e+07,29959
2025-11-01,1.05e+07,1.05e+07,1.045e+07,1.045e+07,771
2025-11-02,1.05e+07,1.059e+07,1.05e+07,1.059e+07,169
2025-11-03,1.06e+07,1.06e+07,1.05026e+07,1.055e+07,50570
2025-11-04,1.059e+07,1.059e+07,1.05e+07,1.05e+07,558
2025-11-05,1.057e+07,1.057e+07,1.0543e+07,1.0565e+07,119133
2025-11-08,1.058e+07,1.058e+07,1.0525e+07,1.0525e+07,70
2025-11-09,1.057e+07,1.058e+07,1.0525e+07,1.058e+07,55
2025-11-10,1.0554e+07,1.0554e+07,1.02e+07,1.03102e+07,11127
2025-11-11,1.05699e+07,1.05699e+07,1.035e+07,1.041e+07,87405
2025-11-12,1.057e+07,1.059e+07,1.04e+07,1.059e+07,13095
2025-11-15,1.03303e+07,1.061e+07,1.03303e+07,1.06e+07,1990
2025-11-16,1.0593e+07,1.062e+07,1.0593e+07,1.062e+07,2191
2025-11-17,1.065e+07,1.075e+07,1.06e+07,1.075e+07,56560
2025-11-18,1.06501e+07,1.075e+07,1.06501e+07,1.073e+07,387
2025-11-19,1.079e+07,1.079e+07,1.07104e+07,1.07104e+07,27069
2025-11-22,1.075e+07,1.075e+07,1.0701e+07,1.07499e+07,259
2025-11-23,1.078e+07,1.078e+07,1.067e+07,1.07501e+07,10106
2025-11-25,1.078e+07,1.079e+07,1.07e+07,1.079e+07,5789
2025-11-26,1.078e+07,1.08e+07,1.07e+07,1.0797e+07,6674
2025-11-29,1.1e+07,1.16e+07,1.08575e+07,1.16e+07,3243
2025-11-30,1.165e+07,1.182e+07,1.16e+07,1.182e+07,26762
2025-12-01,1.18001e+07,1.202e+07,1.18001e+07,1.202e+07,19021
2025-12-02,1.2e+07,1.22e+07,1.1801e+07,1.2e+07,14998
2025-12-03,1.252e+07,1.3e+07,1.252e+07,1.26999e+07,62394
2025-12-06,1.3e+07,1.35e+07,1.29e+07,1.317e+07,30178
2025-12-07,1.44792e+07,1.44792e+07,1.36e+07,1.364e+07,24955
2025-12-08,1.382e+07,1.403e+07,1.37e+07,1.378e+07,49564
2025-12-09,1.42156e+07,1.44943e+07,1.3395e+07,1.3395e+07,23862
2025-12-10,1.375e+07,1.375e+07,1.345e+07,1.355e+07,26897
2025-12-13,1.37e+07,1.46e+07,1.37e+07,1.40999e+07,17371
2025-12-14,1.42498e+07,1.42498e+07,1.38e+07,1.41e+07,25074
2025-12-15,1.45e+07,1.45e+07,1.376e+07,1.412e+07,12653
2025-12-16,1.4e+07,1.41999e+07,1.3701e+07,1.3999e+07,4009
2025-12-17,1.42e+07,1.43e+07,1.4e+07,1.42e+07,78073
2025-12-20,1.44e+07,1.55764e+07,1.44e+07,1.5e+07,56283
2025-12-21,1.48e+07,1.49e+07,1.451e+07,1.474e+07,12299
2025-12-22,1.48e+07,1.562e+07,1.48e+07,1.56e+07,36470
2025-12-23,1.562e+07,1.68778e+07,1.56e+07,1.6e+07,28771
2025-12-24,1.716e+07,1.76049e+07,1.64e+07,1.6495e+07,88416
2025-12-27,1.81999e+07,1.82e+07,1.69724e+07,1.73899e+07,100997
2025-12-28,1.8495e+07,1.8495e+07,1.60002e+07,1.68703e+07,88994
2025-12-29,1.7e+07,1.7e+07,1.55e+07,1.56e+07,43504
2025-12-30,1.65e+07,1.685e+07,1.6e+07,1.62e+07,34831
2025-12-31,1.63999e+07,1.63999e+07,1.589e+07,1.62e+07,25879
2026-01-04,1.65e+07,1.74991e+07,1.62e+07,1.748e+07,15066
2026-01-05,1.8001e+07,1.83991e+07,1.78e+07,1.8e+07,56847
2026-01-06,1.99e+07,1.99055e+07,1.935e+07,1.9781e+07,59088
2026-01-07,2.05e+07,2.05e+07,1.88e+07,1.9e+07,72880
2026-01-10,1.96e+07,1.96e+07,1.75868e+07,1.809e+07,22819
2026-01-11,1.835e+07,1.892e+07,1.834e+07,1.891e+07,27198
2026-01-12,1.91e+07,1.92998e+07,1.82e+07,1.86454e+07,35652
2026-01-13,1.8999e+07,1.8999e+07,1.74991e+07,1.75999e+07,39221
2026-01-14,1.745e+07,1.76e+07,1.6926e+07,1.7e+07,22372
2026-01-18,1.77999e+07,1.77999e+07,1.67001e+07,1.68e+07,20150
2026-01-19,1.69892e+07,1.74e+07,1.66e+07,1.69001e+07,30154
2026-01-20,1.6814e+07,1.719e+07,1.6814e+07,1.6921e+07,14961
2026-01-21,1.69007e+07,1.7445e+07,1.68011e+07,1.7119e+07,21175
2026-01-24,1.78e+07,1.79999e+07,1.66009e+07,1.704e+07,35257
2026-01-25,1.72e+07,1.72e+07,1.66009e+07,1.67e+07,27078
2026-01-26,1.74899e+07,1.74899e+07,1.62522e+07,1.63e+07,26604
2026-01-27,1.6551e+07,1.7e+07,1.6433e+07,1.68e+07,28318
2026-01-28,1.77e+07,1.8323e+07,1.72e+07,1.8323e+07,76930
2026-01-31,1.75e+07,1.87e+07,1.72e+07,1.8211e+07,34950
2026-02-01,1.84e+07,1.92367e+07,1.84e+07,1.91397e+07,32044
2026-02-02,1.8151e+07,1.834e+07,1.72001e+07,1.782e+07,30008
